206, 85
44, 48
150, 49
35, 44
179, 134
124, 92
157, 30
60, 30
104, 32
60, 34
98, 27
122, 33
109, 32
147, 27
71, 28
205, 36
182, 104
301, 109
118, 38
254, 36
462, 130
116, 109
420, 38
109, 35
80, 24
208, 28
72, 16
220, 21
327, 34
76, 34
193, 17
118, 17
188, 25
146, 27
178, 25
203, 18
302, 35
173, 29
293, 28
182, 29
188, 93
188, 93
188, 93
188, 93
178, 169
72, 101
128, 100
18, 29
131, 15
215, 12
131, 8
186, 8
195, 8
270, 7
202, 11
177, 9
190, 13
173, 14
114, 19
113, 16
129, 5
120, 5
33, 10
131, 8
