356, 347
78, 331
261, 57
92, 57
218, 199
124, 324
243, 61
78, 48
170, 59
173, 58
143, 41
69, 27
109, 43
199, 42
49, 44
127, 44
30, 214
114, 134
231, 131
26, 60
225, 352
442, 386
145, 34
491, 44
201, 72
277, 112
165, 39
176, 44
83, 57
277, 63
157, 51
214, 45
152, 54
100, 65
168, 42
127, 44
95, 46
242, 50
128, 56
89, 57
477, 315
34, 228
460, 85
39, 110
68, 125
82, 69
62, 161
22, 35
227, 17
137, 16
206, 17
124, 17
178, 18
159, 17
150, 16
178, 15
218, 18
116, 18
369, 13
138, 32
116, 14
192, 14
116, 19
139, 10
