315, 90
106, 48
238, 78
54, 45
144, 104
190, 62
123, 58
114, 60
152, 69
29, 47
118, 49
152, 43
81, 60
150, 48
61, 55
140, 61
442, 169
53, 121
413, 69
18, 22
176, 211
224, 215
130, 36
219, 36
289, 63
52, 33
210, 40
54, 41
93, 49
241, 51
56, 35
197, 42
178, 23
153, 24
211, 27
127, 15
66, 24
73, 37
236, 184
43, 96
568, 329
35, 244
543, 91
35, 84
76, 116
88, 73
63, 154
34, 47
250, 25
138, 30
356, 17
115, 18
222, 20
149, 22
199, 21
195, 18
244, 31
157, 28
165, 40
108, 14
152, 9
206, 8
79, 14
167, 17
