474, 127
96, 65
406, 83
25, 25
503, 167
75, 100
426, 70
28, 40
234, 75
36, 36
136, 55
270, 78
78, 53
168, 50
23, 41
73, 66
317, 210
50, 156
284, 74
14, 20
200, 276
314, 311
152, 27
349, 27
217, 66
7, 16
163, 37
330, 63
106, 43
308, 43
40, 43
257, 47
149, 41
154, 41
190, 44
109, 30
243, 55
50, 45
236, 24
88, 67
173, 115
173, 115
173, 115
173, 115
171, 202
87, 114
116, 124
26, 52
201, 35
151, 35
231, 28
120, 26
372, 54
100, 51
232, 25
129, 19
218, 26
111, 28
80, 11
176, 48
203, 18
170, 19
209, 27
202, 12
