161, 110
51, 60
123, 86
30, 62
438, 235
45, 215
372, 28
85, 26
51, 65
48, 25
25, 40
102, 53
63, 42
200, 45
45, 51
62, 41
89, 294
51, 262
57, 36
10, 9
184, 267
445, 289
154, 32
465, 34
64, 40
35, 62
79, 19
180, 20
157, 33
399, 29
154, 24
409, 27
104, 30
123, 33
142, 19
118, 26
263, 42
355, 41
285, 32
368, 11
130, 96
130, 96
130, 96
130, 96
169, 201
65, 109
121, 111
19, 38
246, 20
169, 22
269, 19
156, 19
157, 22
207, 21
154, 19
197, 19
212, 10
178, 11
131, 14
186, 12
142, 24
199, 24
238, 25
205, 22
