265, 101
126, 47
221, 59
63, 63
569, 204
35, 190
525, 20
25, 21
139, 67
77, 28
100, 44
72, 80
191, 90
92, 48
245, 53
100, 30
229, 230
401, 262
157, 28
383, 28
32, 215
226, 237
9, 15
230, 37
115, 24
350, 25
79, 26
316, 28
290, 28
118, 25
367, 31
63, 34
124, 39
142, 50
155, 24
168, 25
132, 30
160, 35
258, 28
120, 26
210, 1
139, 1
215, 4
121, 3
202, 114
103, 68
154, 76
18, 21
116, 20
322, 19
128, 15
226, 17
318, 23
184, 19
252, 15
191, 15
224, 16
187, 18
153, 19
121, 16
198, 7
277, 7
92, 11
51, 15
